Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Rating
2791,CA-2011-125514,2011-09-21,2011-09-22,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,25.96,2,0.0,7.53,4.2
2792,CA-2011-125514,2011-09-21,2011-09-22,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3,0.0,10.88,4.4
2793,CA-2011-125514,2011-09-21,2011-09-22,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1,0.0,3.11,3.9
2794,CA-2011-154599,2011-04-12,2011-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.09,14,0.2,94.07,4.1
2795,CA-2011-154599,2011-04-12,2011-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438.37,4,0.2,38.36,4.5
2796,CA-2011-154599,2011-04-12,2011-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.09,7,0.2,6.56,3.8
2797,CA-2011-154599,2011-04-12,2011-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.5,3,0.15,-18.15,4.1
2798,CA-2014-158743,2014-10-21,2014-10-28,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.36,4,0.0,4.14,4.1
2799,CA-2014-158743,2014-10-21,2014-10-28,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96,2,0.0,18.78,4.4
2800,CA-2014-158743,2014-10-21,2014-10-28,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,145.85,5,0.0,70.01,3.9
2801,CA-2013-153318,2013-10-26,2013-10-29,First Class,JS-15595,Jill Stevenson,Corporate,United States,Miami,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96,5,0.2,78.4,4.0
2802,US-2012-110163,2012-11-01,2012-11-04,First Class,GA-14725,Guy Armstrong,Consumer,United States,Salem,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,7.88,1,0.2,1.77,3.7
2803,CA-2014-143329,2014-11-04,2014-11-09,Standard Class,DL-13330,Denise Leinenbach,Consumer,United States,Las Cruces,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,0.0,17.38,4.3
2804,CA-2012-159380,2012-05-12,2012-05-16,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,12.84,3,0.0,5.78,4.6
2805,CA-2012-159380,2012-05-12,2012-05-16,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,25.68,6,0.0,11.56,4.5
2806,CA-2012-122623,2012-09-07,2012-09-11,Standard Class,CC-12145,Charles Crestani,Consumer,United States,El Paso,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.52,2,0.3,-2.04,4.2
2807,CA-2012-148635,2012-07-25,2012-07-27,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9.42,2,0.0,0.47,3.9
2808,CA-2012-148635,2012-07-25,2012-07-27,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,12.96,2,0.0,6.22,3.8
2809,CA-2012-148635,2012-07-25,2012-07-27,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,5,0.0,56.39,4.2
2810,CA-2012-148635,2012-07-25,2012-07-27,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.57,2,0.2,28.08,3.9
2811,CA-2012-135685,2012-11-16,2012-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,179.82,9,0.0,84.52,4.3
2812,CA-2012-135685,2012-11-16,2012-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0.0,76.09,4.2
2813,CA-2012-135685,2012-11-16,2012-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,3,0.0,36.4,4.1
2814,CA-2012-135685,2012-11-16,2012-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96,4,0.0,229.99,4.2
2815,CA-2012-135685,2012-11-16,2012-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0.0,111.1,4.2
2816,CA-2012-104626,2012-09-01,2012-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6,5,0.0,51.57,4.0
2817,CA-2012-104626,2012-09-01,2012-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74,1,0.0,15.19,4.1
2818,CA-2012-104626,2012-09-01,2012-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,2,0.0,27.36,3.9
2819,CA-2012-104626,2012-09-01,2012-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76,6,0.0,315.74,4.2
2820,CA-2013-160500,2013-05-06,2013-05-09,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,6.72,5,0.2,2.35,4.6
2821,CA-2013-160500,2013-05-06,2013-05-09,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.78,3,0.2,7.47,4.6
2822,CA-2014-100202,2014-01-01,2014-01-06,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Anaheim,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.38,3,0.2,22.68,4.2
2823,CA-2014-131016,2014-09-19,2014-09-21,First Class,DC-12850,Dan Campbell,Consumer,United States,Arlington,OFF-AR-10000122,Office Supplies,Art,Newell 314,8.93,2,0.2,0.56,4.2
2824,CA-2014-131016,2014-09-19,2014-09-21,First Class,DC-12850,Dan Campbell,Consumer,United States,Arlington,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,47.58,2,0.2,-2.97,3.9
2825,US-2011-112914,2011-09-25,2011-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,33.79,8,0.2,10.56,3.7
2826,US-2011-112914,2011-09-25,2011-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.53,2,0.32,-97.23,4.3
2827,US-2011-112914,2011-09-25,2011-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.72,2,0.8,-4.36,4.4
2828,US-2011-112914,2011-09-25,2011-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.26,2,0.2,1.1,4.3
2829,CA-2013-124149,2013-04-24,2013-04-27,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.34,6,0.2,37.92,4.5
2830,CA-2013-124149,2013-04-24,2013-04-27,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5,0.2,6.29,4.2
2831,CA-2013-124149,2013-04-24,2013-04-27,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,78.3,2,0.2,29.36,3.5
2832,CA-2011-148915,2011-11-01,2011-11-05,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,5,0.2,-94.33,4.1
2833,CA-2011-148915,2011-11-01,2011-11-05,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.98,3,0.2,54.59,3.6
2834,CA-2014-134649,2014-01-27,2014-02-01,Second Class,CA-11965,Carol Adams,Corporate,United States,Hoover,OFF-AR-10001547,Office Supplies,Art,Newell 311,15.47,7,0.0,4.18,4.0
2835,CA-2014-134649,2014-01-27,2014-02-01,Second Class,CA-11965,Carol Adams,Corporate,United States,Hoover,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0.0,3.44,3.9
2836,CA-2014-110842,2014-11-12,2014-11-17,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,1,0.0,2.83,4.1
2837,CA-2014-110842,2014-11-12,2014-11-17,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,19.44,3,0.0,9.33,4.1
2838,CA-2014-110842,2014-11-12,2014-11-17,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,5,0.2,39.52,4.4
2839,CA-2013-147368,2013-06-10,2013-06-13,First Class,TC-21295,Toby Carlisle,Consumer,United States,Tallahassee,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,-27.83,4.2
2840,US-2012-104185,2012-09-03,2012-09-08,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,New York City,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,120.33,1,0.0,31.29,4.4
2841,US-2011-125521,2011-03-14,2011-03-19,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,4,0.0,284.98,4.3
2842,US-2014-135062,2014-09-01,2014-09-05,Second Class,RL-19615,Rob Lucas,Consumer,United States,Fayetteville,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,229.54,7,0.2,83.21,4.4
2843,CA-2014-135650,2014-03-24,2014-03-28,Standard Class,AC-10660,Anna Chung,Consumer,United States,Huntsville,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.73,2,0.2,-32.34,3.2
2844,CA-2014-112865,2014-05-19,2014-05-23,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Philadelphia,TEC-AC-10000387,Technology,Accessories,KeyTronicÃÂ KT800P2 -ÃÂ KeyboardÃÂ - Black,36.05,3,0.2,-0.9,3.9
2845,US-2013-162852,2013-12-28,2014-01-01,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Woodstock,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.49,8,0.3,-12.08,4.0
2846,CA-2014-138163,2014-11-18,2014-11-21,First Class,XP-21865,Xylona Preis,Consumer,United States,Everett,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94,3,0.0,14.26,4.0
2847,CA-2014-152093,2014-09-11,2014-09-16,Standard Class,SN-20560,Skye Norling,Home Office,United States,Chicago,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.59,3,0.8,-1143.89,4.3
2848,CA-2014-157854,2014-04-09,2014-04-16,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,6,0.0,15.76,3.6
2849,CA-2014-157854,2014-04-09,2014-04-16,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97,3,0.0,1264.76,4.3
2850,CA-2013-123617,2013-11-29,2013-12-04,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Palm Coast,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.43,6,0.7,-5.7,4.0
2851,US-2013-128293,2013-06-03,2013-06-06,First Class,KC-16255,Karen Carlisle,Corporate,United States,Philadelphia,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.78,1,0.2,-12.96,4.3
2852,CA-2014-107342,2014-12-18,2014-12-23,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Columbus,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16,4,0.0,13.24,4.4
2853,CA-2013-136371,2013-03-20,2013-03-22,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,1,0.0,6.89,4.0
2854,CA-2013-136371,2013-03-20,2013-03-22,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,4,0.0,6.91,4.2
2855,CA-2014-137344,2014-08-21,2014-08-21,Same Day,EM-13810,Eleni McCrary,Corporate,United States,Franklin,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",40.29,3,0.0,10.48,3.9
2856,CA-2014-169810,2014-07-26,2014-08-01,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Sioux Falls,OFF-LA-10003663,Office Supplies,Labels,Avery 498,20.23,7,0.0,9.51,4.4
2857,CA-2013-128594,2013-08-27,2013-08-30,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.14,4,0.2,100.2,4.3
2858,CA-2013-154690,2013-08-16,2013-08-18,Second Class,CC-12370,Christopher Conant,Consumer,United States,Fayetteville,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.3,2,0.2,22.53,4.2
2859,CA-2014-138975,2014-05-20,2014-05-24,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,0.0,4.07,4.2
2860,CA-2014-138975,2014-05-20,2014-05-24,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,377.97,3,0.0,98.27,4.3
2861,CA-2014-138975,2014-05-20,2014-05-24,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,9,0.0,374.63,3.9
2862,CA-2014-138975,2014-05-20,2014-05-24,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,286.93,7,0.0,140.6,4.3
2863,CA-2014-106537,2014-08-13,2014-08-18,Standard Class,RH-19495,Rick Hansen,Consumer,United States,Orlando,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,20.74,4,0.2,7.26,4.0
2864,US-2014-103828,2014-08-14,2014-08-14,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0.0,8.49,4.3
2865,US-2014-103828,2014-08-14,2014-08-14,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,OFF-AP-10004249,Office Supplies,Appliances,Staples,83.79,7,0.0,22.62,4.0
2866,US-2014-103828,2014-08-14,2014-08-14,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0.0,15.48,4
2867,US-2014-103828,2014-08-14,2014-08-14,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,OFF-SU-10000946,Office Supplies,Supplies,Staples,31.92,4,0.0,9.26,4.0
2868,CA-2013-115588,2013-11-11,2013-11-13,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,OFF-SU-10001225,Office Supplies,Supplies,Staples,14.72,5,0.2,-3.31,3.5
2869,CA-2013-115588,2013-11-11,2013-11-13,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.98,3,0.2,-2.44,4.3
2870,CA-2014-143861,2014-06-13,2014-06-20,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Saint Petersburg,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.09,2,0.2,1.07,4.2
2871,CA-2011-148040,2011-03-22,2011-03-26,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.35,3,0.2,23.23,4.3
2872,CA-2011-148040,2011-03-22,2011-03-26,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.35,3,0.2,-35.36,4.4
2873,CA-2014-135167,2014-06-16,2014-06-21,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Los Angeles,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1,0.0,1.75,4.3
2874,CA-2014-137022,2014-11-17,2014-11-23,Standard Class,SW-20275,Scott Williamson,Consumer,United States,San Diego,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,811.28,8,0.0,24.34,3.7
2875,US-2014-102638,2014-12-30,2015-01-01,First Class,MC-17845,Michael Chen,Consumer,United States,New York City,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,6.03,3,0.0,2.95,4.1
2876,US-2013-167339,2013-01-21,2013-01-23,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,153.57,2,0.2,-5.76,4.1
2877,US-2013-167339,2013-01-21,2013-01-23,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.49,7,0.2,76.01,4.2
2878,CA-2013-152072,2013-01-15,2013-01-19,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,2,0.0,24.6,3.6
2879,CA-2013-152072,2013-01-15,2013-01-19,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,OFF-AR-10001573,Office Supplies,Art,American Pencil,4.66,2,0.0,1.35,4.1
2880,CA-2013-152072,2013-01-15,2013-01-19,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,TEC-AC-10000844,Technology,Accessories,LogitechÃÂ Gaming G510s - Keyboard,254.97,3,0.0,91.79,4.1
2881,CA-2013-102932,2013-09-20,2013-09-24,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,25.44,6,0.0,12.72,4.2
2882,CA-2013-102932,2013-09-20,2013-09-24,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.1,4
2883,CA-2011-165540,2011-02-22,2011-02-26,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Woodstock,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85,5,0.8,-13.72,3.8
2884,CA-2013-130799,2013-11-12,2013-11-17,Second Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4,0.0,2.23,4.0
2885,CA-2013-164483,2013-01-30,2013-02-03,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.46,2,0.2,5.89,4.7
2886,US-2013-159856,2013-10-19,2013-10-23,Standard Class,EP-13915,Emily Phan,Consumer,United States,Tempe,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,307.92,5,0.2,-34.64,4.3
2887,CA-2014-102099,2014-12-19,2014-12-20,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,0.0,1.79,4.2
2888,CA-2014-102099,2014-12-19,2014-12-20,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,2,0.0,6.22,4.3
2889,CA-2014-102099,2014-12-19,2014-12-20,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,32.4,5,0.0,15.55,4.4
2890,CA-2014-164049,2014-11-03,2014-11-07,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Seattle,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85,5,0.0,10.73,3.9
2891,CA-2011-142727,2011-04-29,2011-05-01,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.96,2,0.0,12.99,3.5
2892,CA-2011-142727,2011-04-29,2011-05-01,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94,3,0.0,8.61,3.9
2893,CA-2014-139913,2014-10-24,2014-10-30,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,OFF-PA-10003739,Office Supplies,Paper,Xerox 1969,11.56,2,0.0,5.66,4.2
2894,CA-2014-139913,2014-10-24,2014-10-30,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),26.4,5,0.0,11.88,4.1
2895,CA-2014-139913,2014-10-24,2014-10-30,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69.08,11,0.0,29.01,4.0
2896,CA-2014-139913,2014-10-24,2014-10-30,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,35.88,3,0.0,10.05,4.1
2897,CA-2011-169033,2011-03-30,2011-04-03,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Long Beach,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,49.65,5,0.0,20.85,4.5
2898,US-2013-164630,2013-01-04,2013-01-09,Standard Class,EB-13975,Erica Bern,Corporate,United States,Charlotte,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,959.97,4,0.2,120.0,4.1
2899,US-2012-114839,2012-04-26,2012-04-30,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Houston,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.42,2,0.3,-5.83,4.2
2900,CA-2012-166464,2012-09-12,2012-09-17,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,New York City,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.98,2,0.2,60.0,4
2901,CA-2012-166464,2012-09-12,2012-09-17,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,New York City,OFF-LA-10001317,Office Supplies,Labels,Avery 520,12.6,4,0.0,6.05,4
2902,CA-2014-124898,2014-09-12,2014-09-16,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Columbus,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,184.66,7,0.0,84.94,3.1
2903,CA-2013-164035,2013-06-13,2013-06-18,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Chicago,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,23.12,5,0.2,8.38,3.9
2904,CA-2013-153577,2013-06-28,2013-07-02,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37.46,7,0.2,12.18,3.8
2905,CA-2013-153577,2013-06-28,2013-07-02,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.66,3,0.3,-7.71,4.1
2906,CA-2011-127586,2011-09-26,2011-09-30,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",310.12,2,0.0,80.63,4.4
2907,CA-2014-121615,2014-11-04,2014-11-10,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,8.56,2,0.0,3.85,4.1
2908,CA-2014-121615,2014-11-04,2014-11-10,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,52.4,5,0.0,14.15,3.6
