Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Transaction,Customer Name,Segment,Country,City,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Rating
2101,US-2011-140116,10-03-2011,17-03-2011,Standard Class,KT-16480,$636.41,Kean Thornton,Consumer,United States,Denver,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,$636.41,3,0.2,$-15.91,4.0
2102,US-2011-140116,10-03-2011,17-03-2011,Standard Class,KT-16480,$83.17,Kean Thornton,Consumer,United States,Denver,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",$83.17,4,0.2,$9.36,4.1
2103,CA-2011-123295,18-07-2011,18-07-2011,Same Day,AH-10120,$259.14,Adrian Hane,Home Office,United States,Tucson,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,$259.14,4,0.2,$-25.91,4.3
2104,CA-2014-167101,25-03-2014,29-03-2014,Second Class,BM-11650,$221.92,Brian Moss,Corporate,United States,New York City,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,$221.92,4,0.0,$106.52,3.9
2105,CA-2014-167101,25-03-2014,29-03-2014,Second Class,BM-11650,$26.00,Brian Moss,Corporate,United States,New York City,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,$26.00,2,0.0,$11.70,4.3
2106,US-2011-167633,30-09-2011,05-10-2011,Standard Class,BW-11200,$15.55,Ben Wallace,Consumer,United States,Boynton Beach,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,$15.55,3,0.2,$5.44,3.8
2107,US-2011-152723,26-09-2011,26-09-2011,Same Day,HG-14965,$0.88,Henry Goldwyn,Corporate,United States,Mesquite,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,$0.88,1,0.8,$-1.40,4.1
2108,CA-2012-164882,31-10-2012,31-10-2012,Same Day,SG-20080,$19.98,Sandra Glassco,Consumer,United States,Redlands,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,$19.98,1,0.0,$9.39,4.0
2109,CA-2012-164882,31-10-2012,31-10-2012,Same Day,SG-20080,$398.35,Sandra Glassco,Consumer,United States,Redlands,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,$398.35,3,0.2,$124.48,4.2
2110,CA-2012-164882,31-10-2012,31-10-2012,Same Day,SG-20080,$5.04,Sandra Glassco,Consumer,United States,Redlands,OFF-AR-10004272,Office Supplies,Art,Newell 308,$5.04,3,0.0,$1.26,4.2
2111,CA-2012-164882,31-10-2012,31-10-2012,Same Day,SG-20080,$17.45,Sandra Glassco,Consumer,United States,Redlands,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,$17.45,5,0.0,$8.03,3.9
2112,CA-2012-164882,31-10-2012,31-10-2012,Same Day,SG-20080,$323.14,Sandra Glassco,Consumer,United States,Redlands,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",$323.14,4,0.2,$20.20,4.4
2113,CA-2012-164882,31-10-2012,31-10-2012,Same Day,SG-20080,$29.70,Sandra Glassco,Consumer,United States,Redlands,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,$29.70,3,0.0,$8.02,3.8
2114,CA-2012-164882,31-10-2012,31-10-2012,Same Day,SG-20080,$1295.84,Sandra Glassco,Consumer,United States,Redlands,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX ConferenceÃÂ phone,$1295.84,4,0.2,$145.78,4.3
2115,CA-2012-164882,31-10-2012,31-10-2012,Same Day,SG-20080,$46.84,Sandra Glassco,Consumer,United States,Redlands,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,$46.84,2,0.0,$12.65,4.1
2116,CA-2012-164882,31-10-2012,31-10-2012,Same Day,SG-20080,$425.83,Sandra Glassco,Consumer,United States,Redlands,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,$425.83,1,0.15,$20.04,4.3
2117,CA-2012-159786,12-10-2012,17-10-2012,Second Class,RK-19300,$209.67,Ralph Kennedy,Consumer,United States,Rochester,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",$209.67,1,0.4,$-13.98,3.7
2118,CA-2013-130267,20-09-2013,24-09-2013,Standard Class,SW-20245,$159.88,Scot Wooten,Consumer,United States,Stockton,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",$159.88,7,0.0,$73.54,4.4
2119,CA-2014-155460,14-04-2014,16-04-2014,First Class,RW-19630,$5.28,Rob Williams,Corporate,United States,Seattle,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),$5.28,1,0.0,$2.38,4.4
2120,CA-2014-155460,14-04-2014,16-04-2014,First Class,RW-19630,$895.92,Rob Williams,Corporate,United States,Seattle,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,$895.92,5,0.2,$302.37,4.5
2121,US-2014-168690,08-01-2014,14-01-2014,Standard Class,TS-21085,$2.81,Thais Sissman,Consumer,United States,Ormond Beach,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,$2.81,3,0.7,$-1.97,3.8
2122,CA-2014-158246,10-11-2014,12-11-2014,First Class,JB-15400,$215.98,Jennifer Braxton,Corporate,United States,Sunnyvale,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",$215.98,3,0.2,$-2.70,3.9
2123,CA-2014-167381,23-09-2014,25-09-2014,Second Class,EH-14005,$241.96,Erica Hernandez,Home Office,United States,Lansing,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,$241.96,2,0.0,$41.13,3.2
2124,CA-2014-167381,23-09-2014,25-09-2014,Second Class,EH-14005,$27.72,Erica Hernandez,Home Office,United States,Lansing,OFF-LA-10000134,Office Supplies,Labels,Avery 511,$27.72,9,0.0,$13.31,4.2
2125,CA-2014-144862,02-12-2014,06-12-2014,Standard Class,EH-14005,$104.68,Erica Hernandez,Home Office,United States,Philadelphia,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,$104.68,5,0.2,$35.33,4.5
2126,CA-2014-144862,02-12-2014,06-12-2014,Standard Class,EH-14005,$62.96,Erica Hernandez,Home Office,United States,Philadelphia,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",$62.96,7,0.4,$9.44,4.2
2127,CA-2011-126032,23-06-2011,28-06-2011,Standard Class,BS-11665,$86.38,Brian Stugart,Consumer,United States,Philadelphia,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,$86.38,3,0.2,$1.08,3.9
2128,CA-2012-134859,04-10-2012,09-10-2012,Standard Class,JK-16120,$64.94,Julie Kriz,Home Office,United States,Philadelphia,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",$64.94,3,0.2,$6.49,3.6
2129,CA-2012-134859,04-10-2012,09-10-2012,Standard Class,JK-16120,$20.74,Julie Kriz,Home Office,United States,Philadelphia,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,$20.74,4,0.2,$7.26,4.3
2130,US-2011-114188,20-05-2011,22-05-2011,Second Class,RF-19345,$33.28,Randy Ferguson,Corporate,United States,Dover,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,$33.28,4,0.0,$9.32,4.2
2131,US-2011-114188,20-05-2011,22-05-2011,Second Class,RF-19345,$38.52,Randy Ferguson,Corporate,United States,Dover,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",$38.52,9,0.0,$11.94,3.9
2132,US-2011-114188,20-05-2011,22-05-2011,Second Class,RF-19345,$139.86,Randy Ferguson,Corporate,United States,Dover,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,$139.86,7,0.0,$60.14,4.3
2133,CA-2012-156524,20-11-2012,26-11-2012,Standard Class,DL-12865,$19.65,Dan Lawera,Consumer,United States,New York City,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",$19.65,3,0.0,$9.04,3.9
2134,CA-2012-122210,30-11-2012,04-12-2012,Standard Class,WB-21850,$152.99,William Brown,Consumer,United States,Philadelphia,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,$152.99,3,0.7,$-122.39,3.8
2135,CA-2012-122210,30-11-2012,04-12-2012,Standard Class,WB-21850,$10.58,William Brown,Consumer,United States,Philadelphia,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,$10.58,7,0.2,$-2.38,4.1
2136,CA-2012-122210,30-11-2012,04-12-2012,Standard Class,WB-21850,$94.92,William Brown,Consumer,United States,Philadelphia,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,$94.92,4,0.4,$15.82,4.4
2137,CA-2012-156377,31-12-2012,05-01-2013,Standard Class,TB-21625,$14.76,Trudy Brown,Consumer,United States,Grand Prairie,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",$14.76,5,0.6,$-11.44,4.5
2138,CA-2012-156377,31-12-2012,05-01-2013,Standard Class,TB-21625,$3.66,Trudy Brown,Consumer,United States,Grand Prairie,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,$3.66,4,0.8,$-5.85,3.5
2139,US-2014-157896,17-11-2014,17-11-2014,Same Day,CB-12415,$146.82,Christy Brittain,Consumer,United States,New York City,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,$146.82,3,0.0,$73.41,3.6
2140,CA-2011-159520,06-06-2011,11-06-2011,Standard Class,GT-14635,$149.54,Grant Thornton,Corporate,United States,Long Beach,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,$149.54,9,0.2,$50.47,4
2141,CA-2011-159520,06-06-2011,11-06-2011,Standard Class,GT-14635,$17.14,Grant Thornton,Corporate,United States,Long Beach,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,$17.14,2,0.0,$4.46,4.1
2142,CA-2011-159520,06-06-2011,11-06-2011,Standard Class,GT-14635,$991.76,Grant Thornton,Corporate,United States,Long Beach,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",$991.76,3,0.4,$-347.12,4.4
2143,CA-2013-155481,02-09-2013,06-09-2013,Standard Class,DK-13225,$30.48,Dean Katz,Corporate,United States,Philadelphia,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",$30.48,6,0.2,$9.91,4.2
2144,CA-2013-155481,02-09-2013,06-09-2013,Standard Class,DK-13225,$23.99,Dean Katz,Corporate,United States,Philadelphia,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,$23.99,2,0.4,$-4.80,4.5
2145,CA-2013-155481,02-09-2013,06-09-2013,Standard Class,DK-13225,$16.69,Dean Katz,Corporate,United States,Philadelphia,OFF-FA-10002780,Office Supplies,Fasteners,Staples,$16.69,7,0.2,$5.42,4.2
2146,US-2013-152051,26-06-2013,30-06-2013,Standard Class,TS-21160,$422.06,Theresa Swint,Corporate,United States,York,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",$422.06,3,0.3,$-18.09,4.1
2147,US-2013-152051,26-06-2013,30-06-2013,Standard Class,TS-21160,$38.09,Theresa Swint,Corporate,United States,York,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,$38.09,4,0.7,$-27.93,4.2
2148,US-2013-152051,26-06-2013,30-06-2013,Standard Class,TS-21160,$254.35,Theresa Swint,Corporate,United States,York,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",$254.35,6,0.2,$-50.87,4.6
2149,CA-2011-141607,12-12-2011,17-12-2011,Standard Class,WB-21850,$43.31,William Brown,Consumer,United States,Concord,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,$43.31,1,0.0,$4.33,4.0
2150,CA-2014-102771,01-04-2014,06-04-2014,Standard Class,DO-13435,$84.95,Denny Ordway,Consumer,United States,New York City,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,$84.95,5,0.0,$22.09,4.5
2151,US-2014-139969,20-11-2014,27-11-2014,Standard Class,AF-10870,$233.06,Art Ferguson,Consumer,United States,College Station,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,$233.06,3,0.3,$-53.27,4.2
2152,CA-2011-167360,24-11-2011,29-11-2011,Second Class,RB-19435,$111.79,Richard Bierner,Consumer,United States,Saint Louis,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,$111.79,7,0.0,$43.60,4.2
2153,CA-2012-123505,22-11-2012,26-11-2012,Standard Class,AR-10540,$14.94,Andy Reiter,Consumer,United States,Quincy,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,$14.94,3,0.0,$7.02,4.3
2154,CA-2013-117282,15-07-2013,19-07-2013,Standard Class,DR-12880,$14.16,Dan Reichenbach,Corporate,United States,New York City,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,$14.16,2,0.2,$5.13,4.3
2155,US-2013-120460,01-05-2013,06-05-2013,Standard Class,BF-11170,$22.61,Ben Ferrer,Home Office,United States,Dallas,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,$22.61,3,0.6,$-10.17,3.7
2156,CA-2013-111115,26-07-2013,28-07-2013,Second Class,LB-16735,$21.48,Larry Blacks,Consumer,United States,Los Angeles,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,$21.48,6,0.0,$10.74,4.3
2157,CA-2011-124646,22-06-2011,24-06-2011,First Class,DV-13465,$501.81,Dianna Vittorini,Consumer,United States,Minneapolis,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,$501.81,3,0.0,$0.00,3.9
2158,CA-2011-124646,22-06-2011,24-06-2011,First Class,DV-13465,$161.94,Dianna Vittorini,Consumer,United States,Minneapolis,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,$161.94,3,0.0,$9.72,4.2
2159,CA-2014-148166,22-10-2014,27-10-2014,Standard Class,NK-18490,$17.86,Neil Knudson,Home Office,United States,Deltona,OFF-AR-10004956,Office Supplies,Art,Newell 33,$17.86,4,0.2,$2.01,3.8
2160,CA-2013-159737,04-09-2013,10-09-2013,Standard Class,CS-11950,$8.81,Carlos Soltero,Consumer,United States,Chicago,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",$8.81,3,0.8,$-14.97,4.0
2161,CA-2013-141019,15-05-2013,15-05-2013,Same Day,LH-17155,$79.38,Logan Haushalter,Consumer,United States,Cincinnati,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",$79.38,1,0.2,$29.77,4.3
2162,CA-2013-101938,07-01-2013,12-01-2013,Standard Class,DW-13480,$34.58,Dianna Wilson,Home Office,United States,Oakland,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,$34.58,1,0.0,$10.03,4.3
2163,CA-2014-166296,14-03-2014,20-03-2014,Standard Class,KF-16285,$314.55,Karen Ferguson,Home Office,United States,Manteca,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,$314.55,3,0.0,$150.98,4.1
2164,CA-2013-154018,14-10-2013,20-10-2013,Standard Class,HA-14920,$191.98,Helen Andreada,Consumer,United States,Laredo,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,$191.98,3,0.2,$24.00,4.3
2165,CA-2013-154018,14-10-2013,20-10-2013,Standard Class,HA-14920,$8.29,Helen Andreada,Consumer,United States,Laredo,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,$8.29,2,0.2,$3.00,3.9
2166,CA-2013-154018,14-10-2013,20-10-2013,Standard Class,HA-14920,$139.92,Helen Andreada,Consumer,United States,Laredo,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",$139.92,5,0.6,$-150.41,4.2
2167,CA-2013-154018,14-10-2013,20-10-2013,Standard Class,HA-14920,$15.87,Helen Andreada,Consumer,United States,Laredo,OFF-AR-10002067,Office Supplies,Art,Newell 334,$15.87,1,0.2,$1.19,4.3
2168,CA-2013-154018,14-10-2013,20-10-2013,Standard Class,HA-14920,$6.29,Helen Andreada,Consumer,United States,Laredo,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,$6.29,7,0.8,$-11.00,4.5
2169,CA-2014-117870,28-01-2014,31-01-2014,Second Class,JH-15820,$14.02,John Huston,Consumer,United States,Kent,OFF-AR-10004078,Office Supplies,Art,Newell 312,$14.02,3,0.2,$1.75,4.6
2170,CA-2014-117870,28-01-2014,31-01-2014,Second Class,JH-15820,$71.98,John Huston,Consumer,United States,Kent,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,$71.98,3,0.2,$-9.00,4.2
2171,CA-2014-117870,28-01-2014,31-01-2014,Second Class,JH-15820,$107.98,John Huston,Consumer,United States,Kent,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,$107.98,3,0.4,$-27.00,3.5
2172,US-2014-137491,20-11-2014,26-11-2014,Standard Class,LC-16930,$305.31,Linda Cazamias,Corporate,United States,San Angelo,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",$305.31,2,0.3,$-8.72,4.1
2173,CA-2011-152296,01-08-2011,03-08-2011,First Class,IL-15100,$19.75,Ivan Liston,Consumer,United States,San Francisco,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,$19.75,3,0.2,$6.91,4.1
2174,CA-2013-112025,31-07-2013,05-08-2013,Standard Class,LS-16975,$9.26,Lindsay Shagiari,Home Office,United States,Houston,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,$9.26,3,0.8,$-13.90,4.0
2175,CA-2012-132507,30-07-2012,03-08-2012,Second Class,CC-12610,$61.79,Corey Catlett,Corporate,United States,Houston,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,$61.79,4,0.2,$6.18,4.1
2176,CA-2013-125738,16-10-2013,22-10-2013,Standard Class,PB-18805,$45.68,Patrick Bzostek,Home Office,United States,Salt Lake City,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,$45.68,2,0.0,$21.01,4.1
2177,CA-2013-125738,16-10-2013,22-10-2013,Standard Class,PB-18805,$60.12,Patrick Bzostek,Home Office,United States,Salt Lake City,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,$60.12,9,0.0,$28.86,4.6
2178,CA-2013-125738,16-10-2013,22-10-2013,Standard Class,PB-18805,$41.72,Patrick Bzostek,Home Office,United States,Salt Lake City,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",$41.72,5,0.2,$13.04,4.2
2179,CA-2013-125738,16-10-2013,22-10-2013,Standard Class,PB-18805,$71.60,Patrick Bzostek,Home Office,United States,Salt Lake City,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",$71.60,8,0.0,$32.94,4.2
2180,CA-2013-128818,08-05-2013,12-05-2013,Standard Class,CJ-12010,$85.23,Caroline Jumper,Consumer,United States,New York City,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",$85.23,7,0.2,$30.90,4.2
2181,CA-2013-128818,08-05-2013,12-05-2013,Standard Class,CJ-12010,$44.40,Caroline Jumper,Consumer,United States,New York City,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,$44.40,3,0.0,$22.20,4.6
2182,CA-2013-128818,08-05-2013,12-05-2013,Standard Class,CJ-12010,$442.76,Caroline Jumper,Consumer,United States,New York City,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,$442.76,4,0.1,$59.04,4.4
2183,CA-2013-128818,08-05-2013,12-05-2013,Standard Class,CJ-12010,$3999.95,Caroline Jumper,Consumer,United States,New York City,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,$3999.95,5,0.0,$1159.99,4.2
2184,CA-2013-128818,08-05-2013,12-05-2013,Standard Class,CJ-12010,$199.95,Caroline Jumper,Consumer,United States,New York City,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,$199.95,5,0.0,$21.99,4.6
2185,CA-2013-128818,08-05-2013,12-05-2013,Standard Class,CJ-12010,$63.68,Caroline Jumper,Consumer,United States,New York City,FUR-FU-10001940,Furniture,Furnishings,Staples,$63.68,8,0.0,$28.02,4.0
2186,CA-2014-124576,02-08-2014,05-08-2014,Second Class,HK-14890,$54.90,Heather Kirkland,Corporate,United States,Salinas,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,$54.90,2,0.2,$18.53,4.4
2187,CA-2013-101378,15-07-2013,15-07-2013,Same Day,RH-19600,$29.00,Rob Haberlin,Consumer,United States,Huntsville,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,$29.00,2,0.0,$7.25,4.2
2188,CA-2014-143063,11-08-2014,16-08-2014,Standard Class,IL-15100,$70.08,Ivan Liston,Consumer,United States,Columbus,OFF-EN-10003134,Office Supplies,Envelopes,Staples,$70.08,6,0.0,$35.04,4.4
2189,CA-2014-143063,11-08-2014,16-08-2014,Standard Class,IL-15100,$121.30,Ivan Liston,Consumer,United States,Columbus,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",$121.30,2,0.0,$25.47,4.3
2190,CA-2014-143063,11-08-2014,16-08-2014,Standard Class,IL-15100,$1454.49,Ivan Liston,Consumer,United States,Columbus,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,$1454.49,9,0.0,$378.17,3.1
2191,CA-2013-118913,26-06-2013,30-06-2013,Standard Class,AS-10240,$60.81,Alan Shonely,Consumer,United States,Los Angeles,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,$60.81,3,0.0,$17.03,3.8
2192,CA-2013-128412,11-12-2013,18-12-2013,Standard Class,AP-10915,$153.55,Arthur Prichep,Consumer,United States,Seattle,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,$153.55,3,0.2,$51.82,3.5
2193,CA-2013-128412,11-12-2013,18-12-2013,Standard Class,AP-10915,$65.34,Arthur Prichep,Consumer,United States,Seattle,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,$65.34,3,0.0,$22.87,3.7
2194,CA-2013-128412,11-12-2013,18-12-2013,Standard Class,AP-10915,$123.92,Arthur Prichep,Consumer,United States,Seattle,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,$123.92,4,0.0,$55.76,4.0
2195,CA-2013-128412,11-12-2013,18-12-2013,Standard Class,AP-10915,$35.10,Arthur Prichep,Consumer,United States,Seattle,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,$35.10,3,0.0,$12.29,4.1
2196,CA-2013-128412,11-12-2013,18-12-2013,Standard Class,AP-10915,$44.75,Arthur Prichep,Consumer,United States,Seattle,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,$44.75,5,0.0,$8.50,4.1
2197,CA-2013-136483,02-12-2013,07-12-2013,Standard Class,AG-10390,$4.70,Allen Goldenen,Consumer,United States,Knoxville,OFF-AR-10000940,Office Supplies,Art,Newell 343,$4.70,2,0.2,$0.41,4.2
2198,CA-2011-163013,28-11-2011,04-12-2011,Standard Class,BF-11080,$14.67,Bart Folk,Consumer,United States,Montgomery,OFF-AR-10001954,Office Supplies,Art,Newell 331,$14.67,3,0.0,$3.96,4.2
2199,CA-2012-135363,28-03-2012,02-04-2012,Standard Class,CK-12205,$15.55,Chloris Kastensmidt,Consumer,United States,Philadelphia,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,$15.55,3,0.2,$5.44,4.1
2200,CA-2012-135363,28-03-2012,02-04-2012,Standard Class,CK-12205,$5.23,Chloris Kastensmidt,Consumer,United States,Philadelphia,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,$5.23,1,0.2,$1.70,4.1
2201,US-2011-165659,01-06-2011,06-06-2011,Standard Class,LT-17110,$22.20,Liz Thompson,Consumer,United States,Little Rock,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,$22.20,6,0.0,$9.10,4.4
2202,US-2011-165659,01-06-2011,06-06-2011,Standard Class,LT-17110,$881.93,Liz Thompson,Consumer,United States,Little Rock,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,$881.93,7,0.0,$229.30,4.0
2203,CA-2012-138002,06-09-2012,12-09-2012,Standard Class,BT-11305,$6.10,Beth Thompson,Home Office,United States,Seattle,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,$6.10,2,0.2,$2.13,4.0
2204,CA-2012-138002,06-09-2012,12-09-2012,Standard Class,BT-11305,$191.82,Beth Thompson,Home Office,United States,Seattle,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",$191.82,3,0.0,$74.81,4.0
2205,CA-2012-128860,29-06-2012,05-07-2012,Standard Class,SC-20725,$20.10,Steven Cartwright,Consumer,United States,Lancaster,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",$20.10,1,0.2,$1.76,4.1
2206,CA-2013-164350,11-09-2013,13-09-2013,Second Class,CG-12040,$67.56,Catherine Glotzbach,Home Office,United States,Bristol,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",$67.56,3,0.2,$8.45,4.2
2207,US-2011-103905,14-07-2011,20-07-2011,Standard Class,AW-10930,$29.93,Arthur Wiediger,Home Office,United States,Aurora,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,$29.93,7,0.8,$-46.39,3.6
2208,US-2011-103905,14-07-2011,20-07-2011,Standard Class,AW-10930,$38.27,Arthur Wiediger,Home Office,United States,Aurora,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,$38.27,4,0.2,$3.83,4.1
2209,CA-2012-129854,22-08-2012,26-08-2012,Standard Class,RB-19705,$16.52,Roger Barcio,Home Office,United States,New York City,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,$16.52,4,0.0,$7.60,4.3
